Company,Location,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Year,Month,Day,latitude,longitude,Success,RocketFamily
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",1970-06-12,06:06:00,Europa 1,STV-3,Retired,Failure,1970,6,12,-31.05,136.53,0.0,Europa
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1970-06-12,09:30:00,Cosmos-2I (63SM),Kosmos 347,Retired,Success,1970,6,12,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-06-13,04:59:00,Cosmos-2I (63SM),Kosmos 348,Retired,Success,1970,6,13,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-06-17,12:59:00,Voskhod,Kosmos 349,Retired,Success,1970,6,17,62.931,40.577,1.0,Voskhod
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-06-19,11:37:00,Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-1),Retired,Success,1970,6,19,28.49,-80.548,1.0,Atlas
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-06-23,14:15:00,Vostok-2M,Meteor nâ Â­16,Retired,Success,1970,6,23,62.929,40.575,1.0,Vostok
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1970-06-25,14:50:00,Titan III(23)B,OPS 6820,Retired,Success,1970,6,25,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-06-26,03:23:00,Molniya-M /Block L,Molniya-1 nâ Â­21,Retired,Success,1970,6,26,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-06-26,12:00:00,Voskhod,Kosmos 350,Retired,Success,1970,6,26,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-06-27,07:39:00,Cosmos-2I (63SM),Kosmos 351,Retired,Success,1970,6,27,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-06-27,16:40:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,Failure,1970,6,27,62.93,40.57,0.0,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-07-07,10:30:00,Voskhod,Kosmos 352,Retired,Success,1970,7,7,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-07-09,13:35:00,Voskhod,Kosmos 353,Retired,Success,1970,7,9,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-07-21,12:30:00,Voskhod,Zenit-4 nâ Â­75,Retired,Failure,1970,7,21,62.931,40.577,0.0,Voskhod
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",1970-07-28,22:00:00,Tsyklon,Kosmos 354,Retired,Success,1970,7,28,46.085,63.02,1.0,Tsyklon
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1970-07-31,02:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,1970,7,31,48.56,46.28,1.0,Cosmos-3mrb
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1970-08-07,02:59:00,Cosmos-2I (63SM),Intercosmos-3,Retired,Success,1970,8,7,48.56,46.28,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-08-07,09:30:00,Voskhod,Kosmos 355,Retired,Success,1970,8,7,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-08-10,19:59:00,Cosmos-2I (63SM),Kosmos 356,Retired,Success,1970,8,10,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-08-17,05:38:00,Molniya-M /Block NVL,Venera 7,Retired,Success,1970,8,17,45.996,63.565,1.0,Molniya-m
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1970-08-18,14:45:00,Titan III(23)B,OPS 7874,Retired,Success,1970,8,18,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-08-19,14:59:00,Cosmos-2I (63SM),Kosmos 357,Retired,Success,1970,8,19,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1970-08-20,14:30:00,Cosmos-3M (11K65M),Kosmos 358,Retired,Partial Failure,1970,8,20,62.929,40.577,0.5,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-08-22,05:06:00,Molniya-M /Block NVL,Kosmos 359,Retired,Partial Failure,1970,8,22,45.996,63.565,0.5,Molniya-m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-08-29,08:30:00,Voskhod,Kosmos 360,Retired,Success,1970,8,29,45.996,63.565,1.0,Voskhod
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-09-01,01:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-3),Retired,Success,1970,9,1,28.49,-80.548,1.0,Atlas
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-09-08,10:30:00,Voskhod,Kosmos 361,Retired,Success,1970,9,8,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1970-09-12,13:25:00,Proton K/Block D,Luna-16,Retired,Success,1970,9,12,46.06,63.01,1.0,Proton
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-09-16,12:00:00,Cosmos-2I (63SM),Kosmos 362,Retired,Success,1970,9,16,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-09-17,08:10:00,Voskhod,Kosmos 363,Retired,Success,1970,9,17,45.996,63.565,1.0,Voskhod
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1970-09-22,05:00:00,Mu-IV S,Shinsei,Retired,Failure,1970,9,22,31.25,131.08,0.0,Mu-iv
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-09-22,13:00:00,Voskhod,Kosmos 364,Retired,Success,1970,9,22,62.929,40.575,1.0,Voskhod
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",1970-09-25,14:05:00,Tsyklon,Kosmos 365,Retired,Success,1970,9,25,46.082,63.025,1.0,Tsyklon
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-09-29,08:14:00,Molniya-M /Block L,Molniya-1 nâ Â­19,Retired,Success,1970,9,29,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1970-10-01,08:20:00,Voskhod,Kosmos 366,Retired,Success,1970,10,1,45.92,63.34,1.0,Voskhod
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1970-10-03,10:26:00,Tsyklon-2,Kosmos 367,Retired,Success,1970,10,3,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-10-08,12:39:00,Voskhod,Kosmos 368,Retired,Success,1970,10,8,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-10-08,15:10:00,Cosmos-2I (63SM),Kosmos 369,Retired,Success,1970,10,8,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1970-10-09,11:04:00,Voskhod,Kosmos 370,Retired,Success,1970,10,9,45.92,63.34,1.0,Voskhod
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1970-10-12,13:57:00,Cosmos-3M (11K65M),Kosmos 371,Retired,Success,1970,10,12,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-10-14,11:30:00,Cosmos-2I (63SM),Intercosmos-4,Retired,Success,1970,10,14,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-10-15,11:22:00,Vostok-2M,Meteor nâ Â­17,Retired,Success,1970,10,15,62.929,40.575,1.0,Vostok
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1970-10-16,15:00:00,Cosmos-3M (11K65M),Kosmos 372,Retired,Success,1970,10,16,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1970-10-20,05:38:00,Tsyklon-2,Kosmos 373,Retired,Success,1970,10,20,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1970-10-20,19:55:00,Proton K/Block D,Zond-8,Retired,Success,1970,10,20,46.06,63.01,1.0,Proton
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1970-10-23,04:42:00,Tsyklon-2,Kosmos 374,Retired,Success,1970,10,23,46.07,62.99,1.0,Tsyklon-2
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1970-10-23,17:40:00,Titan III(23)B,OPS 7568,Retired,Success,1970,10,23,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1970-10-30,02:36:00,Tsyklon-2,Kosmos 375,Retired,Success,1970,10,30,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-10-30,13:20:00,Voskhod,Kosmos 376,Retired,Success,1970,10,30,62.931,40.577,1.0,Voskhod
RAE,"LA-5B, RAAF Woomera Range Complex, Australia",1970-11-02,00:34:00,Black Arrow,Orba,Retired,Failure,1970,11,2,-31.05,136.53,0.0,Black
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1970-11-06,10:35:00,Titan III(23)C,OPS-5960 (IMEWS-1/DSP-1),Retired,Partial Failure,1970,11,6,28.562,-80.577,0.5,Titan
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1970-11-10,14:40:00,Proton K/Block D,Luna-17,Retired,Success,1970,11,10,46.06,63.01,1.0,Proton
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-11-11,09:20:00,Voskhod,Kosmos 377,Retired,Success,1970,11,11,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-11-17,Unknown,Cosmos-3M (11K65M),Kosmos 378,Retired,Success,1970,11,17,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-11-24,05:15:00,Soyuz L,Kosmos 379 (T2K Lunar Lander),Retired,Success,1970,11,24,45.996,63.565,1.0,Soyuz
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-11-24,10:59:00,Cosmos-2I (63SM),Kosmos 380,Retired,Success,1970,11,24,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-11-27,15:47:00,Molniya-M /Block L,Molniya-1 nâ Â­23,Retired,Success,1970,11,27,62.931,40.577,1.0,Molniya-m
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1970-11-30,22:40:00,Atlas-SLV3C Centaur-D,OAO-B,Retired,Failure,1970,11,30,28.449,-80.545,0.0,Atlas
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-12-02,04:00:00,Cosmos-3M (11K65M),Kosmos 381,Retired,Success,1970,12,2,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1970-12-02,17:00:00,Proton K/Block D,Kosmos 382 (L1E),Retired,Success,1970,12,2,46.06,63.01,1.0,Proton
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1970-12-03,13:55:00,Voskhod,Kosmos 383,Retired,Success,1970,12,3,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-12-10,11:10:00,Voskhod,Kosmos 384,Retired,Success,1970,12,10,62.929,40.575,1.0,Voskhod
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1970-12-12,10:53:00,Scout B,Explorer 42,Retired,Success,1970,12,12,-2.94,40.21,1.0,Scout
CNES,"ELD, Guiana Space Centre, French Guiana, France",1970-12-12,12:00:00,Diamant B,P??ole,Retired,Success,1970,12,12,5.16,-52.68,1.0,Diamant
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-12-12,13:00:00,Cosmos-3M (11K65M),Kosmos 385,Retired,Success,1970,12,12,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-12-15,10:00:00,Voskhod,Kosmos 386,Retired,Success,1970,12,15,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-12-16,04:30:00,Cosmos-3M (11K65M),Kosmos 387,Retired,Success,1970,12,16,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1970-12-18,09:39:00,Cosmos-2I (63SM),Kosmos 388,Retired,Success,1970,12,18,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1970-12-18,16:15:00,Vostok-2M,Kosmos 389,Retired,Success,1970,12,18,62.929,40.575,1.0,Vostok
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1970-12-22,21:30:00,Cosmos-3M (11K65M),DS-P1-M #1,Retired,Failure,1970,12,22,62.93,40.57,0.0,Cosmos-3m
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1970-12-25,03:50:00,Molniya-M /Block L,Molniya-1 nâ Â­22,Retired,Success,1970,12,25,45.92,63.34,1.0,Molniya-m
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-01-12,09:30:00,Voskhod,Kosmos 390,Retired,Success,1971,1,12,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-01-14,12:00:00,Cosmos-2I (63SM),Kosmos 391,Retired,Success,1971,1,14,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1971-01-20,11:24:00,Vostok-2M,Meteor nâ Â­18,Retired,Success,1971,1,20,62.929,40.575,1.0,Vostok
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-01-21,08:40:00,Voskhod,Kosmos 392,Retired,Success,1971,1,21,45.996,63.565,1.0,Voskhod
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1971-01-21,18:28:00,Titan III(23)B,OPS 7776,Retired,Success,1971,1,21,34.742,-120.62,1.0,Titan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-01-26,00:36:00,Atlas-SLV3C Centaur-D,Intelsat 4 F2,Retired,Success,1971,1,26,28.447,-80.544,1.0,Atlas
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-01-26,12:44:00,Cosmos-2I (63SM),Kosmos 393,Retired,Success,1971,1,26,62.929,40.577,1.0,Cosmos-2i
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-01-31,21:03:00,Saturn V,Apollo 14,Retired,Success,1971,1,31,28.608,-80.604,1.0,Saturn
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-02-09,18:48:00,Cosmos-3M (11K65M),Kosmos 394,Retired,Success,1971,2,9,62.929,40.577,1.0,Cosmos-3m
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1971-02-16,04:00:00,Mu-IV S,Tansei 1,Retired,Success,1971,2,16,31.25,131.08,1.0,Mu-iv
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-02-17,21:10:00,Cosmos-3M (11K65M),Kosmos 395,Retired,Success,1971,2,17,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-02-18,13:59:00,Voskhod,Kosmos 396,Retired,Success,1971,2,18,62.931,40.577,1.0,Voskhod
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1971-02-21,05:00:00,Mu-III C,Hakucho,Retired,Success,1971,2,21,31.25,131.08,1.0,Mu-iii
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971-02-25,11:11:00,Tsyklon-2,Kosmos 397,Retired,Success,1971,2,25,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-02-26,05:06:00,Soyuz L,Kosmos 398 (T2K Lunar Lander),Retired,Success,1971,2,26,45.996,63.565,1.0,Soyuz
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-03-03,09:30:00,Voskhod,Kosmos 399,Retired,Success,1971,3,3,45.996,63.565,1.0,Voskhod
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",1971-03-03,12:15:00,Long March 1,Shijian 1,Retired,Success,1971,3,3,40.96,100.29,1.0,Long March
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971-03-04,14:27:00,Tsyklon-2,Kosmos 404,Retired,Success,1971,3,4,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-03-05,01:02:00,Voskhod,Zenit-2M nâ Â­17,Retired,Failure,1971,3,5,62.931,40.577,0.0,Voskhod
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1971-03-05,08:15:00,Cosmos-2I (63SM),DS-P1-You #39,Retired,Failure,1971,3,5,48.56,46.28,0.0,Cosmos-2i
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-03-18,21:45:00,Cosmos-3M (11K65M),Kosmos 400,Retired,Success,1971,3,18,62.929,40.577,1.0,Cosmos-3m
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1971-03-21,03:45:00,Titan-III(33)B Agena-D,Jumpseat 1,Retired,Success,1971,3,21,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-03-23,11:30:00,Cosmos-3M (11K65M),Kosmos 407,Retired,Success,1971,3,23,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-03-27,10:59:00,Voskhod,Kosmos 401,Retired,Success,1971,3,27,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1971-04-01,11:29:00,Tsyklon-2,Kosmos 402,Retired,Success,1971,4,1,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-04-02,08:20:00,Voskhod,Kosmos 403,Retired,Success,1971,4,2,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-04-07,07:10:00,Vostok-2M,Kosmos 405,Retired,Success,1971,4,7,62.931,40.577,1.0,Vostok
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-04-14,08:00:00,Voskhod,Kosmos 406,Retired,Success,1971,4,14,62.931,40.577,1.0,Voskhod
CNES,"ELD, Guiana Space Centre, French Guiana, France",1971-04-15,09:09:00,Diamant B,Tournesol,Retired,Success,1971,4,15,5.16,-52.68,1.0,Diamant
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-04-17,11:44:00,Vostok-2M,Meteor nâ Â­19,Retired,Success,1971,4,17,62.931,40.577,1.0,Vostok
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1971-04-19,01:40:00,Proton K,Saliout-1,Retired,Success,1971,4,19,46.06,63.01,1.0,Proton
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1971-04-22,04:22:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,1971,4,22,48.56,46.28,1.0,Cosmos-3mrb
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1971-04-22,15:30:00,Titan III(23)B,OPS 7899,Retired,Success,1971,4,22,34.742,-120.62,1.0,Titan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1971-04-22,23:54:00,Soyuz,Soyuz 10,Retired,Success,1971,4,22,45.92,63.34,1.0,Soyuz
ASI,"Santa Rita 2, San Marco Launch Platform, Kenya",1971-04-24,07:32:00,Scout B,San Marco 3,Retired,Success,1971,4,24,-2.93,40.21,1.0,Scout
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-04-24,11:15:00,Cosmos-2I (63SM),Kosmos 408,Retired,Success,1971,4,24,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-04-28,14:35:00,Cosmos-3M (11K65M),Kosmos 409,Retired,Success,1971,4,28,62.929,40.577,1.0,Cosmos-3m
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-05-05,07:43:00,Titan III(23)C,DSP-2,Retired,Success,1971,5,5,28.562,-80.577,1.0,Titan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-05-06,06:20:00,Voskhod,Kosmos 410,Retired,Success,1971,5,6,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-05-07,14:20:00,Cosmos-3M (11K65M),Kosmos 411 to 418,Retired,Success,1971,5,7,62.929,40.577,1.0,Cosmos-3m
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-05-09,01:11:00,Atlas-SLV3C Centaur-D,Mariner 8,Retired,Failure,1971,5,9,28.447,-80.544,0.0,Atlas
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1971-05-10,16:58:00,Proton K/Block D,Kosmos 419,Retired,Success,1971,5,10,46.06,63.01,1.0,Proton
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-05-18,08:00:00,Voskhod,Kosmos 420,Retired,Success,1971,5,18,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-05-19,10:20:00,Cosmos-2I (63SM),Kosmos 421,Retired,Success,1971,5,19,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1971-05-19,16:22:00,Proton K/Block D,Mars-2,Retired,Success,1971,5,19,46.06,63.01,1.0,Proton
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-05-22,00:51:00,Cosmos-3M (11K65M),Kosmos 422,Retired,Success,1971,5,22,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-05-27,11:59:00,Cosmos-2I (63SM),Kosmos 423,Retired,Success,1971,5,27,62.929,40.577,1.0,Cosmos-2i
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-05-28,10:30:00,Voskhod,Kosmos 424,Retired,Success,1971,5,28,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1971-05-28,15:26:00,Proton K/Block D,Mars-3,Retired,Success,1971,5,28,46.06,63.01,1.0,Proton
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1971-05-29,03:48:00,Cosmos-3M (11K65M),Kosmos 425,Retired,Success,1971,5,29,62.929,40.577,1.0,Cosmos-3m
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1971-05-30,22:23:00,Atlas-SLV3C Centaur-D,Mariner 9,Retired,Success,1971,5,30,28.449,-80.545,1.0,Atlas
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-06-04,Unknown,Cosmos-3M (11K65M),Kosmos 426,Retired,Success,1971,6,4,62.93,40.57,1.0,Cosmos-3m
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1971-06-06,04:55:00,Soyuz,Soyuz 11,Retired,Success,1971,6,6,45.92,63.34,1.0,Soyuz
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-06-11,10:00:00,Voskhod,Kosmos 427,Retired,Success,1971,6,11,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-06-12,05:30:00,Soyuz L,Kosmos 434 (T2K Lunar Lander),Retired,Success,1971,6,12,45.996,63.565,1.0,Soyuz
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1971-06-15,18:41:00,Titan IIID,KH-9,Retired,Success,1971,6,15,34.741,-120.62,1.0,Titan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-06-24,07:59:00,Voskhod,Kosmos 428,Retired,Success,1971,6,24,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-06-25,10:30:00,Voskhod,Zenit-4M nâ Â­17,Retired,Failure,1971,6,25,62.931,40.577,0.0,Voskhod
RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan",1971-06-26,23:15:00,N1-L3,6L (Test flight),Retired,Failure,1971,6,26,45.989,63.308,0.0,N1-l3
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-07-16,01:41:00,Vostok-2M,Meteor nâ Â­20,Retired,Success,1971,7,16,62.931,40.577,1.0,Vostok
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-07-20,10:00:00,Voskhod,Kosmos 429,Retired,Success,1971,7,20,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1971-07-22,13:45:00,Cosmos-3M (11K65M),Tselina-OM #10,Retired,Failure,1971,7,22,62.93,40.57,0.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1971-07-23,11:00:00,Voskhod,Kosmos 430,Retired,Success,1971,7,23,62.931,40.577,1.0,Voskhod
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-07-26,13:34:00,Saturn V,Apollo 15,Retired,Success,1971,7,26,28.608,-80.604,1.0,Saturn
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-07-28,03:29:00,Molniya-M /Block L,Molniya-1 nâ Â­20,Retired,Success,1971,7,28,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1971-07-28,10:19:00,Voskhod,Kosmos 512,Retired,Success,1971,7,28,62.931,40.577,1.0,Voskhod
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-07-30,08:29:00,Voskhod,Kosmos 431,Retired,Success,1971,7,30,45.996,63.565,1.0,Voskhod
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1971-08-03,11:00:00,Cosmos-2I (63SM),DS-P1-You #33,Retired,Failure,1971,8,3,62.929,40.577,0.0,Cosmos-2i
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1971-08-05,10:00:00,Voskhod,Kosmos 432,Retired,Success,1971,8,5,45.996,63.565,1.0,Voskhod
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1971-08-07,00:11:00,Atlas-E/F OV1,OV1-20 OV1-21,Retired,Success,1971,8,7,34.75,-120.6,1.0,Atlas
